T,p,rho,V,E,H,S,Cv,Cp,u,JT,nu,k,phase,compound
Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Compound
416.59,0.3,3.8296,0.26112,533.74,612.08,2.8318,0.76567,0.95952,312.59,4.819,20.449,0.026606,vapor,carbon dioxide
466.59,0.3,3.4135,0.29296,573.08,660.97,2.9426,0.80308,0.99561,329.59,3.6848,22.623,0.030785,vapor,carbon dioxide
516.59,0.3,3.0797,0.32471,614.18,711.59,3.0456,0.83702,1.0287,345.68,2.8948,24.709,0.034901,vapor,carbon dioxide
566.59,0.3,2.8059,0.3564,656.88,763.8,3.1421,0.8679,1.059,360.99,2.319,26.712,0.038942,vapor,carbon dioxide
616.59,0.3,2.577,0.38805,701.03,817.45,3.2328,0.89605,1.0867,375.63,1.8843,28.636,0.042904,vapor,carbon dioxide
666.59,0.3,2.3829,0.41967,746.53,872.43,3.3185,0.92177,1.1121,389.69,1.5465,30.486,0.046785,vapor,carbon dioxide
716.59,0.3,2.216,0.45126,793.25,928.63,3.3998,0.94527,1.1354,403.25,1.2779,32.266,0.050585,vapor,carbon dioxide
766.59,0.3,2.0711,0.48284,841.08,985.94,3.4771,0.96676,1.1567,416.35,1.0601,33.981,0.054303,vapor,carbon dioxide
816.59,0.3,1.944,0.51441,889.95,1044.3,3.5508,0.98642,1.1762,429.04,0.88053,35.637,0.05794,vapor,carbon dioxide
866.59,0.3,1.8316,0.54596,939.74,1103.5,3.6212,1.0044,1.1941,441.37,0.7304,37.237,0.061497,vapor,carbon dioxide
916.59,0.3,1.7316,0.57751,990.4,1163.7,3.6887,1.0209,1.2105,453.36,0.60329,38.786,0.064973,vapor,carbon dioxide
966.59,0.3,1.6419,0.60905,1041.8,1224.6,3.7534,1.0359,1.2254,465.04,0.4945,40.288,0.06837,vapor,carbon dioxide
1016.6,0.3,1.5611,0.64059,1094,1286.2,3.8155,1.0497,1.2392,476.44,0.40047,41.745,0.071691,vapor,carbon dioxide
1066.6,0.3,1.4878,0.67211,1146.8,1348.5,3.8753,1.0624,1.2518,487.58,0.31851,43.162,0.074937,vapor,carbon dioxide
233.03,1,1116.9,0.00089533,111.76,112.66,0.6646,0.95303,2.0111,857.18,-0.070581,194.15,0.15945,liquid,carbon dioxide
233.03,1,26.006,0.038453,396.84,435.3,2.0491,0.68026,1.0322,223.5,21.542,11.862,0.012528,vapor,carbon dioxide
266.59,1,21.496,0.04652,421.41,467.93,2.1801,0.66635,0.93592,245,14.75,13.5,0.01473,vapor,carbon dioxide
316.59,1,17.448,0.057315,456.82,514.13,2.339,0.69357,0.92338,270.25,9.411,15.906,0.018566,vapor,carbon dioxide
366.59,1,14.808,0.067531,493.27,560.8,2.4758,0.73177,0.9457,291.68,6.5323,18.243,0.022671,vapor,carbon dioxide
416.59,1,12.907,0.077478,531.35,608.82,2.5986,0.76998,0.97585,310.91,4.7947,20.497,0.026842,vapor,carbon dioxide
466.59,1,11.458,0.087278,571.12,658.4,2.7109,0.80583,1.007,328.63,3.6585,22.664,0.030992,vapor,carbon dioxide
516.59,1,10.311,0.096987,612.52,709.51,2.815,0.83889,1.0371,345.2,2.8697,24.746,0.035087,vapor,carbon dioxide
566.59,1,9.3777,0.10664,655.44,762.08,2.9121,0.86923,1.0654,360.86,2.2962,26.745,0.03911,vapor,carbon dioxide
616.59,1,8.6026,0.11624,699.78,816.02,3.0033,0.89704,1.0918,375.76,1.864,28.666,0.043057,vapor,carbon dioxide
666.59,1,7.9477,0.12582,745.41,871.23,3.0894,0.92253,1.1163,390.02,1.5286,30.512,0.046926,vapor,carbon dioxide
716.59,1,7.3868,0.13538,792.24,927.62,3.1709,0.94587,1.1388,403.73,1.2622,32.29,0.050716,vapor,carbon dioxide
766.59,1,6.9006,0.14492,840.17,985.08,3.2484,0.96726,1.1596,416.95,1.0463,34.004,0.054425,vapor,carbon dioxide
816.59,1,6.475,0.15444,889.11,1043.5,3.3223,0.98683,1.1787,429.74,0.86847,35.658,0.058055,vapor,carbon dioxide
866.59,1,6.0992,0.16395,938.97,1102.9,3.3929,1.0048,1.1962,442.14,0.71979,37.257,0.061604,vapor,carbon dioxide
916.59,1,5.765,0.17346,989.69,1163.1,3.4604,1.0212,1.2123,454.18,0.59394,38.805,0.065074,vapor,carbon dioxide
966.59,1,5.4657,0.18296,1041.2,1224.1,3.5252,1.0362,1.2271,465.91,0.48624,40.305,0.068466,vapor,carbon dioxide
1016.6,1,5.1961,0.19245,1093.4,1285.8,3.5875,1.05,1.2406,477.35,0.39316,41.762,0.071782,vapor,carbon dioxide
1066.6,1,4.952,0.20194,1146.2,1348.2,3.6473,1.0626,1.2531,488.52,0.31203,43.178,0.075024,vapor,carbon dioxide
266.59,3,965.32,0.0010359,181.25,184.36,0.94394,0.93516,2.3691,597.51,0.28291,111.54,0.11852,liquid,carbon dioxide
267.6,3,959.25,0.0010425,183.63,186.75,0.95291,0.93647,2.3959,587.14,0.30566,109.45,0.11717,liquid,carbon dioxide
267.6,3,81.919,0.012207,396.99,433.61,1.8754,0.83693,1.6438,214.95,15.072,14.245,0.018025,vapor,carbon dioxide
316.59,3,57.862,0.017283,443.4,495.25,2.088,0.73975,1.0969,256.41,9.4054,16.29,0.019968,vapor,carbon dioxide
366.59,3,46.891,0.021326,484,547.97,2.2428,0.75395,1.031,283.97,6.4596,18.516,0.023668,vapor,carbon dioxide
416.59,3,39.98,0.025013,524.27,599.31,2.3741,0.78262,1.0273,306.48,4.7094,20.71,0.02764,vapor,carbon dioxide
466.59,3,35.055,0.028526,565.41,650.99,2.4912,0.81378,1.0416,326.23,3.5761,22.839,0.031663,vapor,carbon dioxide
516.59,3,31.308,0.031941,607.74,703.56,2.5982,0.84424,1.062,344.16,2.7949,24.894,0.035675,vapor,carbon dioxide
566.59,3,28.335,0.035293,651.34,757.21,2.6973,0.87303,1.0842,360.78,2.2302,26.874,0.039635,vapor,carbon dioxide
616.59,3,25.906,0.038602,696.18,811.99,2.79,0.89986,1.1065,376.38,1.8062,28.779,0.043532,vapor,carbon dioxide
666.59,3,23.878,0.04188,742.22,867.86,2.8771,0.92469,1.1281,391.16,1.4783,30.614,0.047359,vapor,carbon dioxide
716.59,3,22.155,0.045137,789.37,924.78,2.9594,0.94759,1.1486,405.27,1.2183,32.382,0.051115,vapor,carbon dioxide
766.59,3,20.671,0.048376,837.57,982.69,3.0375,0.96865,1.1678,418.79,1.008,34.088,0.054795,vapor,carbon dioxide
816.59,3,19.379,0.051602,886.73,1041.5,3.1119,0.98798,1.1856,431.82,0.83495,35.735,0.058399,vapor,carbon dioxide
866.59,3,18.242,0.054817,936.78,1101.2,3.1828,1.0057,1.2022,444.42,0.69038,37.328,0.061926,vapor,carbon dioxide
916.59,3,17.234,0.058024,987.66,1161.7,3.2507,1.022,1.2175,456.62,0.56806,38.871,0.065377,vapor,carbon dioxide
966.59,3,16.334,0.061223,1039.3,1223,3.3157,1.0369,1.2316,468.47,0.4634,40.367,0.068753,vapor,carbon dioxide
1016.6,3,15.524,0.064417,1091.6,1284.9,3.3782,1.0506,1.2447,480,0.37295,41.819,0.072053,vapor,carbon dioxide
1066.6,3,14.792,0.067606,1144.6,1347.4,3.4382,1.0632,1.2567,491.25,0.2941,43.232,0.075281,vapor,carbon dioxide
266.59,10,1005.5,0.00099453,171.54,181.48,0.90655,0.92985,2.1077,688.85,0.10604,126.12,0.12848,liquid,carbon dioxide
316.59,10,543.21,0.0018409,317.47,335.88,1.4288,1.0618,7.6615,234.65,3.7356,39.702,0.067472,supercritical,carbon dioxide
366.59,10,197.6,0.0050608,443.3,493.91,1.9025,0.84468,1.6013,263.27,5.5445,21.782,0.031487,supercritical,carbon dioxide
416.59,10,149.62,0.0066834,496.84,563.67,2.0814,0.82865,1.2714,296.83,4.1639,22.653,0.032223,supercritical,carbon dioxide
466.59,10,124.64,0.0080232,544.41,624.64,2.2197,0.84152,1.1839,322.6,3.1831,24.234,0.034992,supercritical,carbon dioxide
516.59,10,108.26,0.0092372,590.66,683.03,2.3386,0.86258,1.157,344.33,2.4894,25.98,0.038421,supercritical,carbon dioxide
566.59,10,96.334,0.010381,636.91,740.72,2.4452,0.88595,1.1529,363.54,1.9832,27.761,0.041985,supercritical,carbon dioxide
616.59,10,87.116,0.011479,683.69,798.48,2.5428,0.90941,1.1587,380.99,1.6017,29.526,0.045593,supercritical,carbon dioxide
666.59,10,79.702,0.012547,731.2,856.67,2.6336,0.93202,1.1693,397.15,1.3062,31.257,0.049199,supercritical,carbon dioxide
716.59,10,73.57,0.013593,779.52,915.45,2.7186,0.95339,1.182,412.28,1.0719,32.946,0.052778,supercritical,carbon dioxide
766.59,10,68.391,0.014622,828.67,974.88,2.7988,0.97337,1.1955,426.6,0.88219,34.588,0.056314,supercritical,carbon dioxide
816.59,10,63.944,0.015639,878.62,1035,2.8747,0.99191,1.2091,440.25,0.72602,36.184,0.059797,supercritical,carbon dioxide
866.59,10,60.077,0.016645,929.34,1095.8,2.947,1.0091,1.2223,453.32,0.5955,37.734,0.063223,supercritical,carbon dioxide
916.59,10,56.677,0.017644,980.78,1157.2,3.0159,1.0249,1.2349,465.9,0.48498,39.241,0.066586,supercritical,carbon dioxide
966.59,10,53.66,0.018636,1032.9,1219.3,3.0818,1.0394,1.2469,478.04,0.39033,40.707,0.069884,supercritical,carbon dioxide
1016.6,10,50.962,0.019623,1085.7,1281.9,3.145,1.0528,1.2582,489.81,0.30844,42.133,0.073118,supercritical,carbon dioxide
1066.6,10,48.533,0.020605,1139,1345.1,3.2057,1.0651,1.2687,501.23,0.23695,43.523,0.076286,supercritical,carbon dioxide
90.694,0,0,infinite,426.59,473.59,27.008,1.5558,2.0741,250.32,undefined,3.6319,0.0088089,vapor,methane
140.69,0,0,infinite,504.4,577.32,27.691,1.557,2.0753,311.75,undefined,5.5502,0.014757,vapor,methane
190.69,0,0,infinite,582.42,681.25,28.166,1.5664,2.0847,362.67,undefined,7.447,0.020698,vapor,methane
240.69,0,0,infinite,661.54,786.29,28.534,1.6055,2.1238,406.22,undefined,9.245,0.026714,vapor,methane
290.69,0,0,infinite,743.75,894.41,28.844,1.6908,2.2091,443.66,undefined,10.931,0.033195,vapor,methane
300,0,0,infinite,759.58,915.06,28.898,1.7119,2.2301,450.06,4.327,11.233,0.034479,liquid,methane
300,0,0,infinite,759.58,915.06,28.898,1.7119,2.2301,450.06,4.327,11.233,0.034479,vapor,methane
340.69,0,0,infinite,831.36,1007.9,29.122,1.8201,2.3384,476.29,undefined,12.511,0.040431,vapor,methane
390.69,0,0,infinite,926.28,1128.8,29.382,1.9807,2.499,505.44,undefined,13.997,0.04849,vapor,methane
440.69,0,0,infinite,1029.7,1258.1,29.631,2.1592,2.6775,532.18,undefined,15.399,0.057293,vapor,methane
490.69,0,0,infinite,1142.3,1396.6,29.872,2.3456,2.8639,557.23,undefined,16.729,0.066713,vapor,methane
540.69,0,0,infinite,1264.3,1544.5,30.109,2.5337,3.0519,580.99,undefined,17.995,0.076628,vapor,methane
590.69,0,0,infinite,1395.7,1701.8,30.341,2.7195,3.2378,603.72,undefined,19.206,0.086934,vapor,methane
640.69,0,0,infinite,1536.2,1868.3,30.569,2.9012,3.4195,625.6,undefined,20.368,0.09755,vapor,methane
98.712,0.03,440.66,0.0022693,-44.729,-44.661,-0.42344,2.1204,3.4018,1464.3,-0.46188,161.34,0.20134,liquid,methane
98.712,0.03,0.59543,1.6795,437.43,487.81,4.9708,1.5862,2.1399,258.67,38.984,3.9473,0.0098497,vapor,methane
140.69,0.03,0.41359,2.4179,503.69,576.23,5.7176,1.5617,2.0903,310.76,17.558,5.5599,0.014809,vapor,methane
190.69,0.03,0.30421,3.2872,582,680.62,6.3524,1.5677,2.0904,362.22,10.086,7.4537,0.020771,vapor,methane
240.69,0.03,0.24075,4.1537,661.25,785.86,6.8424,1.6061,2.1268,405.99,6.6462,9.2501,0.02675,vapor,methane
290.69,0.03,0.19924,5.0191,743.53,894.1,7.2508,1.6911,2.2109,443.55,4.6148,10.935,0.033221,vapor,methane
340.69,0.03,0.16995,5.8839,831.19,1007.7,7.6111,1.8203,2.3396,476.24,3.2848,12.515,0.040452,vapor,methane
390.69,0.03,0.14818,6.7484,926.14,1128.6,7.9419,1.9809,2.4999,505.43,2.3777,13.999,0.048507,vapor,methane
440.69,0.03,0.13136,7.6128,1029.6,1258,8.2534,2.1593,2.6781,532.2,1.7451,15.401,0.057308,vapor,methane
490.69,0.03,0.11797,8.477,1142.2,1396.5,8.551,2.3457,2.8644,557.26,1.2952,16.731,0.066726,vapor,methane
540.69,0.03,0.10705,9.3411,1264.2,1544.5,8.8379,2.5337,3.0523,581.03,0.96852,17.997,0.076639,vapor,methane
590.69,0.03,0.09799,10.205,1395.6,1701.7,9.116,2.7196,3.2381,603.78,0.72639,19.208,0.086945,vapor,methane
111.51,0.1,422.59,0.0023664,-0.79398,-0.55734,-0.0049665,2.0572,3.4799,1339.7,-0.41705,117.2,0.18409,liquid,methane
111.51,0.1,1.7946,0.55723,454.84,510.56,4.5787,1.6147,2.2165,271.33,29.808,4.4579,0.011561,vapor,methane
140.69,0.1,1.3961,0.71628,501.99,573.62,5.0814,1.5735,2.1277,308.4,17.797,5.5791,0.014922,vapor,methane
190.69,0.1,1.0192,0.98112,581.02,679.13,5.7233,1.5709,2.104,361.18,10.113,7.4677,0.020875,vapor,methane
240.69,0.1,0.80451,1.243,660.57,784.87,6.2156,1.6075,2.1339,405.48,6.6467,9.2608,0.026813,vapor,methane
290.69,0.1,0.66501,1.5037,743.02,893.39,6.625,1.6919,2.2152,443.3,4.6112,10.944,0.03327,vapor,methane
340.69,0.1,0.56692,1.7639,830.78,1007.2,6.9859,1.8208,2.3425,476.13,3.2811,12.522,0.040493,vapor,methane
390.69,0.1,0.49413,2.0238,925.8,1128.2,7.3171,1.9812,2.5019,505.41,2.3745,14.006,0.048543,vapor,methane
440.69,0.1,0.43793,2.2834,1029.3,1257.7,7.6287,2.1595,2.6797,532.24,1.7426,15.407,0.057339,vapor,methane
490.69,0.1,0.39324,2.543,1142,1396.3,7.9265,2.3459,2.8656,557.34,1.2932,16.736,0.066753,vapor,methane
540.69,0.1,0.35683,2.8025,1264,1544.3,8.2135,2.5338,3.0533,581.14,0.96692,18.001,0.076664,vapor,methane
590.69,0.1,0.3266,3.0619,1395.4,1701.6,8.4917,2.7197,3.2389,603.9,0.7251,19.212,0.086967,vapor,methane
126.71,0.3,399.38,0.0025039,52.847,53.598,0.44604,1.9921,3.6182,1183.2,-0.33423,85.106,0.1626,liquid,methane
126.71,0.3,4.9486,0.20208,472.85,533.48,4.2331,1.6616,2.3733,281.64,23.357,5.1042,0.013888,vapor,methane
140.69,0.3,4.3544,0.22965,496.8,565.69,4.4744,1.6125,2.2552,301.24,18.39,5.6364,0.015319,vapor,methane
190.69,0.3,3.1039,0.32217,578.17,674.82,5.1389,1.5804,2.1454,358.14,10.187,7.5098,0.021143,vapor,methane
240.69,0.3,2.431,0.41135,658.62,782.02,5.6381,1.6115,2.1546,404,6.6475,9.2929,0.026985,vapor,methane
290.69,0.3,2.0026,0.49934,741.54,891.34,6.0506,1.6941,2.2277,442.58,4.6007,10.969,0.033407,vapor,methane
340.69,0.3,1.7043,0.58677,829.6,1005.6,6.4131,1.8221,2.3508,475.83,3.2703,12.543,0.040607,vapor,methane
390.69,0.3,1.4839,0.67388,924.82,1127,6.7452,1.9821,2.5078,505.36,2.3656,14.023,0.048641,vapor,methane
440.69,0.3,1.3144,0.7608,1028.5,1256.7,7.0575,2.1602,2.6841,532.35,1.7354,15.422,0.057425,vapor,methane
490.69,0.3,1.1798,0.84759,1141.3,1395.5,7.3557,2.3463,2.869,557.56,1.2875,16.749,0.06683,vapor,methane
540.69,0.3,1.0703,0.93429,1263.4,1543.7,7.643,2.5342,3.0559,581.44,0.96236,18.013,0.076733,vapor,methane
590.69,0.3,0.9795,1.0209,1394.8,1701.1,7.9213,2.7199,3.2411,604.26,0.72142,19.223,0.08703,vapor,methane
140.69,1,376.23,0.0026579,103.48,106.14,0.82574,1.9438,3.812,1035.6,-0.21386,65.914,0.14321,liquid,methane
149.14,1,359.62,0.0027807,136.38,139.16,1.0536,1.9205,4.0227,931.21,-0.089695,56.297,0.13066,liquid,methane
149.14,1,15.698,0.063702,491.11,554.81,3.8406,1.7673,2.8765,286.08,18.022,6.2043,0.018368,vapor,methane
190.69,1,10.956,0.091271,567.45,658.72,4.4577,1.6186,2.3234,347.03,10.438,7.6854,0.022154,vapor,methane
240.69,1,8.317,0.12024,651.58,771.82,4.9848,1.6261,2.2335,398.87,6.6441,9.4226,0.02761,vapor,methane
290.69,1,6.7652,0.14781,736.31,884.13,5.4086,1.7017,2.2731,440.16,4.5609,11.071,0.033894,vapor,methane
340.69,1,5.7212,0.17479,825.46,1000.2,5.777,1.8268,2.3804,474.86,3.2314,12.625,0.04101,vapor,methane
390.69,1,4.9644,0.20143,921.41,1122.8,6.1125,1.9852,2.5287,505.26,2.3335,14.093,0.048985,vapor,methane
440.69,1,4.3882,0.22789,1025.6,1253.5,6.427,2.1624,2.6995,532.81,1.71,15.482,0.057726,vapor,methane
490.69,1,3.9338,0.25421,1138.8,1393,6.7266,2.3479,2.8808,558.4,1.2674,16.801,0.067099,vapor,methane
540.69,1,3.5657,0.28045,1261.2,1541.6,7.0149,2.5354,3.0653,582.54,0.94634,18.06,0.076975,vapor,methane
590.69,1,3.2614,0.30662,1392.9,1699.5,7.294,2.7209,3.2486,605.55,0.7085,19.264,0.087251,vapor,methane
140.69,3,379.74,0.0026334,99.982,107.88,0.8005,1.9486,3.7373,1068.1,-0.24634,68.295,0.14638,liquid,methane
177.27,3,286.93,0.0034852,259.28,269.74,1.8141,1.9416,6.4129,544.18,1.0725,32.398,0.089907,liquid,methane
177.27,3,53.878,0.01856,484.25,539.93,3.3382,2.0769,6.2463,269.47,13.469,8.4376,0.030423,vapor,methane
190.69,3,41.544,0.024071,526.49,598.71,3.6589,1.7894,3.5267,309.05,11.02,8.5605,0.027729,vapor,methane
240.69,3,27.063,0.036951,629.61,740.47,4.3231,1.673,2.5281,384.97,6.557,9.938,0.029843,vapor,methane
290.69,3,21.091,0.047414,720.83,863.07,4.7862,1.724,2.4186,434.34,4.4178,11.446,0.035477,vapor,methane
340.69,3,17.501,0.057138,813.46,984.87,5.1728,1.84,2.4696,473.02,3.1082,12.92,0.042264,vapor,methane
390.69,3,15.035,0.066509,911.62,1111.1,5.5184,1.9938,2.5894,505.69,2.2368,14.333,0.050034,vapor,methane
440.69,3,13.214,0.075677,1017.3,1244.4,5.8391,2.1685,2.7437,534.67,1.6351,15.684,0.058631,vapor,methane
490.69,3,11.804,0.084717,1131.6,1385.8,6.1429,2.3524,2.9145,561.21,1.209,16.976,0.067896,vapor,methane
540.69,3,10.676,0.093671,1254.9,1535.9,6.4341,2.5388,3.0917,586.01,0.90016,18.213,0.077689,vapor,methane
590.69,3,9.7501,0.10256,1387.3,1695,6.7154,2.7235,3.2699,609.5,0.67149,19.4,0.087897,vapor,methane
140.69,10,390.17,0.002563,89.632,115.26,0.72376,1.9669,3.5573,1164.6,-0.32691,75.985,0.15631,liquid,methane
190.69,10,293.59,0.0034061,278.64,312.7,1.9167,1.869,4.6743,667.65,0.53372,34.809,0.095281,supercritical,methane
240.69,10,127.09,0.0078684,524.28,602.97,3.2657,1.8446,4.7953,384.07,4.1644,14.878,0.049777,supercritical,methane
290.69,10,79.539,0.012572,661.03,786.76,3.9642,1.7983,3.0945,435.43,3.4505,13.81,0.044326,supercritical,methane
340.69,10,61.566,0.016243,770.16,932.59,4.4277,1.8819,2.8157,480.01,2.5228,14.532,0.048185,supercritical,methane
390.69,10,51.226,0.019521,877.35,1072.6,4.8111,2.0213,2.8073,516.43,1.8394,15.562,0.05458,supercritical,methane
440.69,10,44.251,0.022598,988.9,1214.9,5.1538,2.1879,2.8958,547.83,1.3495,16.674,0.062361,supercritical,methane
490.69,10,39.132,0.025554,1107.3,1362.9,5.4717,2.3669,3.0276,576.01,0.99569,17.802,0.071078,supercritical,methane
540.69,10,35.173,0.028431,1233.7,1518,5.7726,2.5499,3.1795,601.96,0.73617,18.919,0.080473,supercritical,methane
590.69,10,31.998,0.031252,1368.4,1680.9,6.0608,2.7322,3.3401,626.26,0.54245,20.016,0.090378,supercritical,methane
90.352,0,0,infinite,350.23,375.21,13.955,0.8935,1.17,180.87,undefined,3.0423,0.0029062,vapor,ethane
140.35,0,0,infinite,397.21,436.02,14.367,0.98804,1.2645,222.86,undefined,4.5067,0.0059637,vapor,ethane
190.35,0,0,infinite,449.36,501.99,14.684,1.1025,1.379,256.58,undefined,6.052,0.0096785,vapor,ethane
240.35,0,0,infinite,508.06,574.51,14.957,1.2519,1.5284,284.85,undefined,7.5983,0.014261,vapor,ethane
290.35,0,0,infinite,575.15,655.44,15.21,1.437,1.7135,309.41,undefined,9.1025,0.019908,vapor,ethane
300,0,0,infinite,589.2,672.16,15.258,1.4758,1.7523,313.84,10.759,9.3864,0.021126,liquid,ethane
300,0,0,infinite,589.2,672.16,15.258,1.4758,1.7523,313.84,10.759,9.3864,0.021126,vapor,ethane
340.35,0,0,infinite,652.14,746.24,15.454,1.6447,1.9213,331.56,undefined,10.549,0.026651,vapor,ethane
390.35,0,0,infinite,739.76,847.69,15.694,1.8604,2.1369,352.1,undefined,11.932,0.034368,vapor,ethane
440.35,0,0,infinite,838.13,959.89,15.931,2.0736,2.3501,371.48,undefined,13.255,0.042869,vapor,ethane
490.35,0,0,infinite,946.98,1082.6,16.165,2.2786,2.5551,389.92,undefined,14.521,0.051971,vapor,ethane
540.35,0,0,infinite,1065.8,1215.2,16.396,2.4731,2.7496,407.57,undefined,15.734,0.061522,vapor,ethane
590.35,0,0,infinite,1194.1,1357.3,16.622,2.6564,2.9329,424.53,undefined,16.899,0.07141,vapor,ethane
640.35,0,0,infinite,1331.3,1508.3,16.845,2.8293,3.1058,440.87,undefined,18.019,0.081554,vapor,ethane
140.35,0.03,596.52,0.0016764,-104.55,-104.49,-0.64587,1.4638,2.3284,1645.3,-0.52774,318.93,0.21057,liquid,ethane
164.67,0.03,568.29,0.0017597,-47.65,-47.598,-0.27208,1.4238,2.3602,1463.4,-0.488,216.63,0.18646,liquid,ethane
164.67,0.03,0.66698,1.4993,421.51,466.49,2.8498,0.93657,1.208,239.54,2.895,5.2555,0.0077773,vapor,ethane
190.35,0.03,0.57507,1.7389,448.44,500.61,3.0421,1.1031,1.3891,255.17,32.799,6.056,0.0097503,vapor,ethane
240.35,0.03,0.45338,2.2056,507.46,573.63,3.382,1.2545,1.5359,284.01,19.226,7.6042,0.014303,vapor,ethane
290.35,0.03,0.37459,2.6696,574.75,654.83,3.6884,1.4383,1.7176,308.88,11.743,9.1089,0.019936,vapor,ethane
340.35,0.03,0.31925,3.1323,651.83,745.8,3.977,1.6454,1.9237,331.21,7.7398,10.555,0.026672,vapor,ethane
390.35,0.03,0.27821,3.5944,739.51,847.34,4.2551,1.8608,2.1385,351.87,5.4068,11.939,0.034383,vapor,ethane
440.35,0.03,0.24654,4.0562,837.93,959.61,4.5254,2.0739,2.3513,371.32,3.9457,13.261,0.042881,vapor,ethane
490.35,0.03,0.22135,4.5177,946.81,1082.3,4.7892,2.2788,2.556,389.81,2.9759,14.527,0.051981,vapor,ethane
540.35,0.03,0.20084,4.979,1065.7,1215,5.0468,2.4732,2.7502,407.51,2.3011,15.739,0.061531,vapor,ethane
590.35,0.03,0.18381,5.4403,1194,1357.2,5.2982,2.6565,2.9335,424.49,1.813,16.904,0.071417,vapor,ethane
140.35,0.1,596.56,0.0016763,-104.58,-104.41,-0.64609,1.4639,2.3282,1645.7,-0.52783,319.08,0.21061,liquid,ethane
184.31,0.1,544.27,0.0018373,-0.77611,-0.59237,-0.0031987,1.419,2.4254,1315,-0.43318,167.06,0.16737,liquid,ethane
184.31,0.1,2.0286,0.49296,439.9,489.2,2.6542,1.0306,1.3353,248.46,31.652,5.8768,0.009456,vapor,ethane
190.35,0.1,1.9586,0.51056,446.4,497.46,2.6983,1.0848,1.3925,252.04,32.27,6.0663,0.0099266,vapor,ethane
240.35,0.1,1.5271,0.65484,506.06,571.54,3.0432,1.2605,1.5542,282.03,19.399,7.6186,0.014406,vapor,ethane
290.35,0.1,1.2558,0.79628,573.79,653.41,3.3522,1.4412,1.7273,307.65,11.797,9.1242,0.020004,vapor,ethane
340.35,0.1,1.0679,0.93643,651.11,744.75,3.642,1.6469,1.9295,330.4,7.7584,10.57,0.02672,vapor,ethane
390.35,0.1,0.92942,1.0759,738.94,846.53,3.9207,1.8616,2.1424,351.32,5.4128,11.953,0.03442,vapor,ethane
440.35,0.1,0.82298,1.2151,837.46,958.97,4.1915,2.0744,2.354,370.95,3.947,13.275,0.04291,vapor,ethane
490.35,0.1,0.73854,1.354,946.4,1081.8,4.4555,2.2792,2.558,389.57,2.9753,14.54,0.052004,vapor,ethane
540.35,0.1,0.66988,1.4928,1065.3,1214.6,4.7132,2.4735,2.7518,407.35,2.2998,15.752,0.061551,vapor,ethane
590.35,0.1,0.61295,1.6315,1193.7,1356.8,4.9648,2.6567,2.9347,424.41,1.8115,16.915,0.071434,vapor,ethane
140.35,0.3,596.68,0.0016759,-104.67,-104.16,-0.64673,1.4642,2.3277,1646.7,-0.52808,319.51,0.21074,liquid,ethane
190.35,0.3,536.76,0.001863,13.788,14.347,0.074582,1.4216,2.4509,1270.3,-0.41233,155.31,0.16175,liquid,ethane
207.4,0.3,513.95,0.0019457,56.318,56.902,0.28863,1.4358,2.5464,1137.6,-0.33479,126.85,0.14576,liquid,ethane
207.4,0.3,5.647,0.17709,459.96,513.09,2.4882,1.1772,1.5578,254.21,30.846,6.642,0.0118,vapor,ethane
240.35,0.3,4.728,0.21151,501.86,565.31,2.7218,1.2793,1.6134,276.13,19.994,7.6646,0.014721,vapor,ethane
290.35,0.3,3.8319,0.26097,570.99,649.28,3.0387,1.4498,1.7566,304.08,11.957,9.1708,0.020205,vapor,ethane
340.35,0.3,3.2362,0.30901,649.03,741.74,3.3321,1.6512,1.9465,328.08,7.8116,10.615,0.026863,vapor,ethane
390.35,0.3,2.8061,0.35637,737.29,844.21,3.6127,1.8641,2.1535,349.76,5.4298,11.996,0.034528,vapor,ethane
440.35,0.3,2.4792,0.40336,836.09,957.1,3.8846,2.076,2.3618,369.9,3.9503,13.315,0.042995,vapor,ethane
490.35,0.3,2.2216,0.45012,945.24,1080.3,4.1494,2.2802,2.5639,388.87,2.9734,14.578,0.052074,vapor,ethane
540.35,0.3,2.0132,0.49673,1064.3,1213.3,4.4076,2.4742,2.7564,406.92,2.296,15.787,0.061608,vapor,ethane
590.35,0.3,1.8408,0.54324,1192.8,1355.7,4.6595,2.6573,2.9384,424.16,1.8073,16.949,0.071484,vapor,ethane
140.35,1,597.09,0.0016748,-104.98,-103.3,-0.64895,1.4653,2.3261,1650.5,-0.52897,321.04,0.21119,liquid,ethane
190.35,1,537.5,0.0018605,13.197,15.057,0.071463,1.4227,2.4458,1276.4,-0.41582,156.3,0.16238,liquid,ethane
240.35,1,464.55,0.0021526,143.39,145.54,0.67838,1.4949,2.8435,875.72,-0.078243,87.331,0.11711,liquid,ethane
241.08,1,463.28,0.0021585,145.46,147.62,0.687,1.4967,2.8536,869.35,-0.06926,86.575,0.11647,liquid,ethane
241.08,1,18.086,0.055291,484.59,539.89,2.3141,1.4125,2.0351,251.72,23.023,7.9298,0.016357,vapor,ethane
