T,p,rho,V,E,H,S,Cv,Cp,u,JT,nu,k,phase,compound
Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase,Compound
613.15,0.03,0.16483,6.067,459.13,641.14,7.9548,0.78089,1.0778,501.24,-0.015658,30.04,0.044659,vapor,nitrogen
663.15,0.03,0.1524,6.5617,498.46,695.31,8.0397,0.79229,1.0892,520.23,-0.14385,31.686,0.047508,vapor,nitrogen
713.15,0.03,0.14172,7.0564,538.37,750.06,8.1193,0.80424,1.1011,538.39,-0.24888,33.277,0.050336,vapor,nitrogen
763.15,0.03,0.13243,7.5511,578.89,805.42,8.1943,0.81639,1.1132,555.82,-0.33573,34.82,0.05314,vapor,nitrogen
813.15,0.03,0.12429,8.0458,620.01,861.38,8.2653,0.82849,1.1253,572.62,-0.40815,36.318,0.055915,vapor,nitrogen
863.15,0.03,0.11709,8.5405,661.73,917.95,8.3328,0.84033,1.1372,588.86,-0.46902,37.776,0.058659,vapor,nitrogen
913.15,0.03,0.11068,9.0352,704.04,975.09,8.3972,0.85178,1.1486,604.61,-0.52057,39.199,0.061368,vapor,nitrogen
963.15,0.03,0.10493,9.5299,746.9,1032.8,8.4587,0.86276,1.1596,619.92,-0.56456,40.589,0.064039,vapor,nitrogen
1013.2,0.03,0.099755,10.025,790.31,1091,8.5177,0.87319,1.17,634.83,-0.60234,41.949,0.066673,vapor,nitrogen
1063.2,0.03,0.095063,10.519,834.22,1149.8,8.5743,0.88306,1.1799,649.38,-0.63501,43.282,0.069267,vapor,nitrogen
1113.2,0.03,0.090794,11.014,878.6,1209,8.6287,0.89236,1.1892,663.6,-0.66342,44.59,0.071822,vapor,nitrogen
1163.2,0.03,0.086891,11.509,923.44,1268.7,8.6811,0.90109,1.1979,677.52,-0.68827,45.875,0.074338,vapor,nitrogen
1213.2,0.03,0.08331,12.003,968.7,1328.8,8.7317,0.90929,1.2061,691.15,-0.71012,47.14,0.076816,vapor,nitrogen
1263.2,0.03,0.080013,12.498,1014.4,1389.3,8.7806,0.91696,1.2138,704.52,-0.72942,48.384,0.079257,vapor,nitrogen
1313.2,0.03,0.076966,12.993,1060.4,1450.2,8.8279,0.92413,1.2209,717.65,-0.74655,49.61,0.081662,vapor,nitrogen
1363.2,0.03,0.074143,13.487,1106.8,1511.4,8.8736,0.93084,1.2277,730.54,-0.76181,50.82,0.084032,vapor,nitrogen
1413.2,0.03,0.07152,13.982,1153.5,1572.9,8.9179,0.93712,1.2339,743.21,-0.77545,52.014,0.08637,vapor,nitrogen
1463.2,0.03,0.069076,14.477,1200.5,1634.8,8.9609,0.94299,1.2398,755.67,-0.7877,53.193,0.088676,vapor,nitrogen
1513.2,0.03,0.066794,14.971,1247.8,1696.9,9.0027,0.94849,1.2453,767.94,-0.79872,54.359,0.090952,vapor,nitrogen
1563.2,0.03,0.064658,15.466,1295.3,1759.3,9.0433,0.95363,1.2504,780.02,-0.80866,55.513,0.0932,vapor,nitrogen
1613.2,0.03,0.062654,15.961,1343.1,1821.9,9.0827,0.95846,1.2553,791.93,-0.81766,56.654,0.09542,vapor,nitrogen
1663.2,0.03,0.06077,16.455,1391.2,1884.8,9.1211,0.96298,1.2598,803.66,-0.82581,57.785,0.097615,vapor,nitrogen
1713.2,0.03,0.058997,16.95,1439.4,1947.9,9.1585,0.96723,1.264,815.22,-0.83322,58.905,0.099786,vapor,nitrogen
1763.2,0.03,0.057324,17.445,1487.9,2011.2,9.1949,0.97123,1.268,826.63,-0.83997,60.015,0.10193,vapor,nitrogen
1813.2,0.03,0.055743,17.939,1536.5,2074.7,9.2304,0.97498,1.2718,837.89,-0.84611,61.116,0.10406,vapor,nitrogen
1863.2,0.03,0.054247,18.434,1585.4,2138.4,9.2651,0.97853,1.2753,849.01,-0.85172,62.209,0.10617,vapor,nitrogen
1913.2,0.03,0.052829,18.929,1634.4,2202.2,9.2989,0.98187,1.2787,859.98,-0.85685,63.294,0.10825,vapor,nitrogen
1963.2,0.03,0.051484,19.423,1683.6,2266.3,9.3319,0.98502,1.2818,870.82,-0.86153,64.371,0.11032,vapor,nitrogen
77.244,0.1,806.59,0.0012398,-122.37,-122.25,2.8312,1.0847,2.041,852.53,-0.34182,161.37,0.14605,liquid,nitrogen
77.244,0.1,4.5565,0.21947,55.126,77.073,5.4116,0.77104,1.1231,174.74,27.169,5.4273,0.0074934,vapor,nitrogen
113.15,0.1,3.0187,0.33127,82.791,115.92,5.8253,0.74778,1.0606,215.27,12.783,7.8201,0.011182,vapor,nitrogen
163.15,0.1,2.0742,0.48211,120.29,168.5,6.2104,0.74368,1.0465,259.89,6.7018,10.865,0.015673,vapor,nitrogen
213.15,0.1,1.5833,0.63159,157.56,220.72,6.4896,0.74291,1.0428,297.5,4.1687,13.625,0.019674,vapor,nitrogen
263.15,0.1,1.2811,0.78059,194.76,272.82,6.7092,0.74283,1.0415,330.73,2.7894,16.154,0.023333,vapor,nitrogen
313.15,0.1,1.076,0.92937,231.95,324.89,6.8903,0.7434,1.0414,360.81,1.9255,18.497,0.02673,vapor,nitrogen
363.15,0.1,0.92762,1.078,269.19,376.99,7.0447,0.74513,1.0428,388.45,1.3356,20.686,0.029934,vapor,nitrogen
413.15,0.1,0.81525,1.2266,306.54,429.2,7.1794,0.74854,1.046,414.07,0.90856,22.747,0.033002,vapor,nitrogen
463.15,0.1,0.72719,1.3752,344.11,481.62,7.2991,0.75395,1.0512,437.96,0.58689,24.7,0.035982,vapor,nitrogen
513.15,0.1,0.65631,1.5237,381.99,534.36,7.4073,0.76134,1.0585,460.36,0.33777,26.559,0.038908,vapor,nitrogen
563.15,0.1,0.59803,1.6722,420.29,587.51,7.5061,0.77046,1.0676,481.45,0.14097,28.337,0.041801,vapor,nitrogen
613.15,0.1,0.54926,1.8206,459.08,641.14,7.5973,0.78093,1.078,501.42,-0.016805,30.045,0.04467,vapor,nitrogen
663.15,0.1,0.50785,1.9691,498.41,695.32,7.6823,0.79233,1.0893,520.42,-0.14479,31.691,0.047519,vapor,nitrogen
713.15,0.1,0.47225,2.1175,538.33,750.08,7.7619,0.80427,1.1012,538.57,-0.24967,33.282,0.050346,vapor,nitrogen
763.15,0.1,0.44131,2.266,578.85,805.45,7.8369,0.81642,1.1134,556,-0.33638,34.824,0.053149,vapor,nitrogen
813.15,0.1,0.41418,2.4144,619.98,861.42,7.9079,0.82851,1.1254,572.8,-0.4087,36.322,0.055924,vapor,nitrogen
863.15,0.1,0.39019,2.5628,661.7,917.99,7.9754,0.84036,1.1373,589.03,-0.46948,37.78,0.058667,vapor,nitrogen
913.15,0.1,0.36883,2.7113,704.01,975.14,8.0398,0.85181,1.1487,604.78,-0.52097,39.202,0.061375,vapor,nitrogen
963.15,0.1,0.34969,2.8597,746.88,1032.8,8.1013,0.86278,1.1597,620.08,-0.5649,40.592,0.064046,vapor,nitrogen
1013.2,0.1,0.33244,3.0081,790.28,1091.1,8.1603,0.87321,1.1701,634.99,-0.60263,41.952,0.066679,vapor,nitrogen
1063.2,0.1,0.3168,3.1565,834.19,1149.8,8.2169,0.88308,1.1799,649.54,-0.63526,43.285,0.069273,vapor,nitrogen
1113.2,0.1,0.30258,3.3049,878.58,1209.1,8.2713,0.89238,1.1892,663.76,-0.66364,44.593,0.071828,vapor,nitrogen
1163.2,0.1,0.28957,3.4533,923.43,1268.8,8.3238,0.90111,1.198,677.67,-0.68846,45.878,0.074344,vapor,nitrogen
1213.2,0.1,0.27764,3.6018,968.69,1328.9,8.3744,0.9093,1.2061,691.3,-0.71028,47.142,0.076821,vapor,nitrogen
1263.2,0.1,0.26665,3.7502,1014.3,1389.4,8.4232,0.91697,1.2138,704.67,-0.72956,48.387,0.079262,vapor,nitrogen
1313.2,0.1,0.2565,3.8986,1060.4,1450.2,8.4705,0.92415,1.221,717.79,-0.74667,49.613,0.081667,vapor,nitrogen
1363.2,0.1,0.2471,4.047,1106.8,1511.5,8.5163,0.93086,1.2277,730.68,-0.76192,50.822,0.084037,vapor,nitrogen
1413.2,0.1,0.23836,4.1954,1153.5,1573,8.5606,0.93713,1.234,743.35,-0.77555,52.016,0.086375,vapor,nitrogen
1463.2,0.1,0.23021,4.3438,1200.5,1634.8,8.6036,0.943,1.2398,755.81,-0.78778,53.196,0.088681,vapor,nitrogen
1513.2,0.1,0.22261,4.4922,1247.8,1697,8.6453,0.9485,1.2453,768.08,-0.79879,54.361,0.090957,vapor,nitrogen
1563.2,0.1,0.21549,4.6406,1295.3,1759.4,8.6859,0.95365,1.2505,780.16,-0.80872,55.515,0.093204,vapor,nitrogen
1613.2,0.1,0.20881,4.789,1343.1,1822,8.7254,0.95847,1.2553,792.06,-0.81771,56.656,0.095425,vapor,nitrogen
1663.2,0.1,0.20253,4.9374,1391.2,1884.9,8.7638,0.96299,1.2598,803.79,-0.82586,57.786,0.09762,vapor,nitrogen
1713.2,0.1,0.19662,5.0858,1439.4,1948,8.8011,0.96724,1.2641,815.35,-0.83326,58.907,0.09979,vapor,nitrogen
1763.2,0.1,0.19105,5.2342,1487.9,2011.3,8.8376,0.97124,1.268,826.76,-0.84,60.017,0.10194,vapor,nitrogen
1813.2,0.1,0.18578,5.3826,1536.5,2074.8,8.8731,0.97499,1.2718,838.02,-0.84614,61.118,0.10406,vapor,nitrogen
1863.2,0.1,0.1808,5.531,1585.4,2138.5,8.9077,0.97854,1.2753,849.13,-0.85174,62.211,0.10617,vapor,nitrogen
1913.2,0.1,0.17607,5.6794,1634.4,2202.3,8.9415,0.98188,1.2787,860.1,-0.85687,63.295,0.10826,vapor,nitrogen
1963.2,0.1,0.17159,5.8278,1683.6,2266.3,8.9746,0.98503,1.2818,870.94,-0.86155,64.373,0.11032,vapor,nitrogen
87.907,0.3,755.71,0.0013233,-100.4,-100,3.0978,1.029,2.1176,741.59,-0.25095,109.78,0.12406,liquid,nitrogen
87.907,0.3,12.67,0.078925,60.281,83.959,5.1905,0.80033,1.2335,181.01,21.654,6.2811,0.0087262,vapor,nitrogen
113.15,0.3,9.3225,0.10727,80.949,113.13,5.4828,0.76009,1.1098,212.03,12.924,7.9094,0.01115,vapor,nitrogen
163.15,0.3,6.2784,0.15928,119.31,167.09,5.8783,0.74669,1.062,258.95,6.6834,10.924,0.015746,vapor,nitrogen
213.15,0.3,4.7658,0.20983,156.9,219.85,6.1604,0.74418,1.0504,297.33,4.1456,13.669,0.019753,vapor,nitrogen
263.15,0.3,3.8477,0.2599,194.27,272.24,6.3812,0.74353,1.0459,330.9,2.7712,16.19,0.023403,vapor,nitrogen
313.15,0.3,3.2285,0.30974,231.57,324.49,6.563,0.74385,1.0444,361.16,1.9119,18.527,0.026791,vapor,nitrogen
363.15,0.3,2.7819,0.35947,268.87,376.71,6.7177,0.74544,1.0449,388.89,1.3252,20.712,0.029987,vapor,nitrogen
413.15,0.3,2.4443,0.40912,306.28,429.01,6.8527,0.74878,1.0475,414.56,0.90057,22.77,0.03305,vapor,nitrogen
463.15,0.3,2.1799,0.45873,343.88,481.5,6.9726,0.75414,1.0524,438.48,0.58063,24.72,0.036025,vapor,nitrogen
513.15,0.3,1.9673,0.5083,381.8,534.29,7.0808,0.7615,1.0594,460.88,0.33279,26.577,0.038947,vapor,nitrogen
563.15,0.3,1.7926,0.55785,420.12,587.48,7.1797,0.7706,1.0683,481.98,0.13696,28.354,0.041836,vapor,nitrogen
613.15,0.3,1.6464,0.60739,458.93,641.14,7.271,0.78105,1.0786,501.95,-0.02007,30.06,0.044702,vapor,nitrogen
663.15,0.3,1.5223,0.65691,498.28,695.35,7.356,0.79244,1.0898,520.94,-0.14748,31.705,0.047549,vapor,nitrogen
713.15,0.3,1.4156,0.70643,538.21,750.14,7.4356,0.80437,1.1017,539.09,-0.25189,33.295,0.050374,vapor,nitrogen
763.15,0.3,1.3229,0.75593,578.74,805.52,7.5107,0.81651,1.1137,556.51,-0.33824,34.836,0.053175,vapor,nitrogen
813.15,0.3,1.2416,0.80543,619.88,861.51,7.5817,0.82859,1.1258,573.3,-0.41026,36.333,0.055948,vapor,nitrogen
863.15,0.3,1.1697,0.85492,661.62,918.09,7.6493,0.84043,1.1375,589.53,-0.47081,37.791,0.05869,vapor,nitrogen
913.15,0.3,1.1057,0.90442,703.93,975.26,7.7136,0.85188,1.1489,605.26,-0.5221,39.213,0.061397,vapor,nitrogen
963.15,0.3,1.0483,0.9539,746.81,1033,7.7752,0.86284,1.1599,620.56,-0.56586,40.602,0.064067,vapor,nitrogen
1013.2,0.3,0.99662,1.0034,790.22,1091.2,7.8341,0.87327,1.1703,635.46,-0.60346,41.961,0.066699,vapor,nitrogen
1063.2,0.3,0.94979,1.0529,834.14,1150,7.8908,0.88314,1.1801,650,-0.63597,43.294,0.069292,vapor,nitrogen
1113.2,0.3,0.90715,1.1023,878.53,1209.2,7.9452,0.89243,1.1894,664.2,-0.66425,44.602,0.071846,vapor,nitrogen
1163.2,0.3,0.86818,1.1518,923.38,1268.9,7.9977,0.90116,1.1981,678.11,-0.68899,45.886,0.074361,vapor,nitrogen
1213.2,0.3,0.83243,1.2013,968.64,1329,8.0483,0.90935,1.2063,691.73,-0.71075,47.15,0.076838,vapor,nitrogen
1263.2,0.3,0.7995,1.2508,1014.3,1389.5,8.0971,0.91702,1.2139,705.09,-0.72997,48.394,0.079278,vapor,nitrogen
1313.2,0.3,0.76908,1.3003,1060.3,1450.4,8.1444,0.92419,1.2211,718.21,-0.74702,49.62,0.081682,vapor,nitrogen
1363.2,0.3,0.74089,1.3497,1106.7,1511.6,8.1902,0.9309,1.2278,731.09,-0.76222,50.829,0.084052,vapor,nitrogen
1413.2,0.3,0.71469,1.3992,1153.4,1573.2,8.2345,0.93717,1.234,743.75,-0.77581,52.023,0.086389,vapor,nitrogen
1463.2,0.3,0.69029,1.4487,1200.4,1635,8.2775,0.94304,1.2399,756.21,-0.78801,53.202,0.088694,vapor,nitrogen
1513.2,0.3,0.66749,1.4981,1247.7,1697.2,8.3193,0.94854,1.2454,768.47,-0.79899,54.368,0.09097,vapor,nitrogen
1563.2,0.3,0.64615,1.5476,1295.3,1759.6,8.3598,0.95368,1.2505,780.54,-0.80889,55.521,0.093217,vapor,nitrogen
1613.2,0.3,0.62614,1.5971,1343.1,1822.2,8.3993,0.9585,1.2553,792.43,-0.81786,56.662,0.095437,vapor,nitrogen
1663.2,0.3,0.60733,1.6466,1391.1,1885.1,8.4377,0.96303,1.2599,804.16,-0.82599,57.792,0.097631,vapor,nitrogen
1713.2,0.3,0.58961,1.696,1439.4,1948.2,8.4751,0.96727,1.2641,815.71,-0.83337,58.912,0.099802,vapor,nitrogen
1763.2,0.3,0.5729,1.7455,1487.9,2011.5,8.5115,0.97127,1.2681,827.12,-0.84009,60.022,0.10195,vapor,nitrogen
1813.2,0.3,0.55711,1.795,1536.5,2075,8.547,0.97502,1.2718,838.37,-0.84622,61.123,0.10407,vapor,nitrogen
1863.2,0.3,0.54217,1.8444,1585.4,2138.7,8.5816,0.97856,1.2754,849.48,-0.85181,62.216,0.10618,vapor,nitrogen
1913.2,0.3,0.52801,1.8939,1634.4,2202.5,8.6155,0.9819,1.2787,860.44,-0.85692,63.3,0.10827,vapor,nitrogen
1963.2,0.3,0.51457,1.9434,1683.5,2266.6,8.6485,0.98506,1.2819,871.28,-0.86159,64.377,0.11033,vapor,nitrogen
103.75,1,665.83,0.0015019,-65.829,-64.327,3.4601,0.97387,2.4314,559.22,0.060996,67.379,0.093437,liquid,nitrogen
103.75,1,41.331,0.024195,63.539,87.734,4.9257,0.87859,1.6518,182.79,16.471,7.7944,0.011913,vapor,nitrogen
113.15,1,35.194,0.028414,73.371,101.79,5.0555,0.81835,1.3847,199.08,13.423,8.3059,0.011895,vapor,nitrogen
163.15,1,21.614,0.046266,115.75,162.02,5.499,0.75765,1.1221,255.79,6.6042,11.15,0.016134,vapor,nitrogen
213.15,1,16.07,0.062227,154.57,216.8,5.7922,0.74861,1.0777,296.89,4.0606,13.833,0.020088,vapor,nitrogen
263.15,1,12.875,0.07767,192.55,270.22,6.0174,0.74594,1.0617,331.61,2.7067,16.319,0.023682,vapor,nitrogen
313.15,1,10.766,0.092886,230.22,323.1,6.2014,0.7454,1.0546,362.43,1.864,18.634,0.027029,vapor,nitrogen
363.15,1,9.2608,0.10798,267.77,375.75,6.3574,0.74655,1.052,390.47,1.2891,20.804,0.030192,vapor,nitrogen
413.15,1,8.1297,0.12301,305.36,428.36,6.4931,0.74963,1.0528,416.3,0.87281,22.85,0.033229,vapor,nitrogen
463.15,1,7.2473,0.13798,343.1,481.08,6.6136,0.75482,1.0565,440.3,0.55893,24.791,0.036184,vapor,nitrogen
513.15,1,6.539,0.15293,381.12,534.05,6.7221,0.76206,1.0626,462.74,0.31556,26.641,0.03909,vapor,nitrogen
563.15,1,5.9576,0.16785,419.53,587.38,6.8213,0.77108,1.0709,483.85,0.1231,28.412,0.041966,vapor,nitrogen
613.15,1,5.4717,0.18276,458.4,641.16,6.9128,0.78147,1.0807,503.81,-0.031347,30.114,0.044821,vapor,nitrogen
663.15,1,5.0593,0.19765,497.81,695.47,6.9979,0.79281,1.0916,522.78,-0.15674,31.754,0.047658,vapor,nitrogen
713.15,1,4.705,0.21254,537.79,750.33,7.0777,0.8047,1.1032,540.91,-0.25958,33.341,0.050475,vapor,nitrogen
763.15,1,4.3972,0.22742,578.37,805.79,7.1529,0.81681,1.115,558.3,-0.34467,34.879,0.053269,vapor,nitrogen
813.15,1,4.1273,0.24229,619.54,861.83,7.224,0.82888,1.1269,575.05,-0.41567,36.373,0.056037,vapor,nitrogen
863.15,1,3.8887,0.25716,661.31,918.47,7.2916,0.84069,1.1385,591.25,-0.47538,37.829,0.058773,vapor,nitrogen
913.15,1,3.6762,0.27202,703.66,975.68,7.356,0.85212,1.1498,606.95,-0.52599,39.248,0.061475,vapor,nitrogen
963.15,1,3.4858,0.28688,746.56,1033.4,7.4176,0.86307,1.1606,622.22,-0.56919,40.636,0.064141,vapor,nitrogen
1013.2,1,3.3141,0.30174,789.99,1091.7,7.4766,0.87348,1.1709,637.08,-0.60632,41.994,0.066769,vapor,nitrogen
1063.2,1,3.1586,0.31659,833.93,1150.5,7.5332,0.88333,1.1807,651.59,-0.63844,43.325,0.069359,vapor,nitrogen
1113.2,1,3.0171,0.33145,878.34,1209.8,7.5877,0.89262,1.1899,665.77,-0.66638,44.631,0.071909,vapor,nitrogen
1163.2,1,2.8877,0.3463,923.21,1269.5,7.6402,0.90134,1.1986,679.65,-0.69084,45.914,0.074422,vapor,nitrogen
1213.2,1,2.769,0.36115,968.49,1329.6,7.6908,0.90952,1.2067,693.24,-0.71235,47.177,0.076896,vapor,nitrogen
1263.2,1,2.6596,0.376,1014.2,1390.2,7.7397,0.91718,1.2143,706.57,-0.73136,48.42,0.079334,vapor,nitrogen
1313.2,1,2.5586,0.39084,1060.2,1451.1,7.787,0.92434,1.2214,719.66,-0.74823,49.645,0.081736,vapor,nitrogen
1363.2,1,2.4649,0.40569,1106.6,1512.3,7.8327,0.93105,1.2281,732.52,-0.76327,50.853,0.084104,vapor,nitrogen
1413.2,1,2.3779,0.42054,1153.3,1573.9,7.8771,0.93731,1.2343,745.16,-0.77673,52.046,0.086439,vapor,nitrogen
1463.2,1,2.2968,0.43538,1200.3,1635.7,7.9201,0.94318,1.2402,757.59,-0.7888,53.224,0.088743,vapor,nitrogen
1513.2,1,2.2211,0.45023,1247.6,1697.9,7.9619,0.94867,1.2456,769.82,-0.79967,54.389,0.091016,vapor,nitrogen
1563.2,1,2.1502,0.46507,1295.2,1760.3,8.0024,0.95381,1.2507,781.88,-0.80949,55.541,0.093262,vapor,nitrogen
1613.2,1,2.0837,0.47991,1343,1822.9,8.0419,0.95862,1.2555,793.75,-0.81837,56.682,0.095481,vapor,nitrogen
1663.2,1,2.0212,0.49476,1391.1,1885.8,8.0803,0.96314,1.26,805.45,-0.82642,57.812,0.097674,vapor,nitrogen
1713.2,1,1.9623,0.5096,1439.3,1948.9,8.1177,0.96739,1.2643,816.99,-0.83374,58.931,0.099843,vapor,nitrogen
1763.2,1,1.9068,0.52444,1487.8,2012.3,8.1541,0.97137,1.2683,828.37,-0.84041,60.041,0.10199,vapor,nitrogen
1813.2,1,1.8543,0.53928,1536.5,2075.8,8.1896,0.97513,1.272,839.61,-0.84648,61.141,0.10411,vapor,nitrogen
1863.2,1,1.8047,0.55412,1585.3,2139.5,8.2243,0.97867,1.2755,850.7,-0.85202,62.233,0.10622,vapor,nitrogen
1913.2,1,1.7576,0.56897,1634.3,2203.3,8.2581,0.982,1.2788,861.65,-0.85709,63.317,0.1083,vapor,nitrogen
1963.2,1,1.7129,0.58381,1683.5,2267.3,8.2911,0.98515,1.282,872.46,-0.86173,64.394,0.11037,vapor,nitrogen
113.15,3,613.35,0.0016304,-46.214,-41.323,3.6434,0.95829,2.6838,476.2,0.33583,53.745,0.079633,liquid,nitrogen
123.62,3,463.47,0.0021576,-8.695,-2.2221,3.9717,1.1119,8.4703,237.56,2.5678,30.959,0.058116,liquid,nitrogen
123.62,3,172.62,0.005793,45.663,63.042,4.4996,1.2598,10.822,165.85,9.7498,12.225,0.033973,vapor,nitrogen
163.15,3,71.786,0.01393,104.4,146.19,5.1028,0.79242,1.3604,248.34,6.207,12.02,0.018352,vapor,nitrogen
213.15,3,49.754,0.020099,147.71,208.01,5.4344,0.76108,1.1631,296.92,3.7812,14.376,0.021474,vapor,nitrogen
263.15,3,38.989,0.025648,187.62,264.56,5.6729,0.75261,1.1076,334.47,2.5136,16.726,0.02472,vapor,nitrogen
313.15,3,32.298,0.030962,226.38,319.27,5.8633,0.74969,1.0836,366.64,1.7259,18.963,0.027866,vapor,nitrogen
363.15,3,27.658,0.036155,264.66,373.12,6.0229,0.74962,1.0721,395.35,1.187,21.08,0.030891,vapor,nitrogen
413.15,3,24.225,0.041279,302.76,426.59,6.1609,0.75199,1.0675,421.53,0.79521,23.089,0.033827,vapor,nitrogen
463.15,3,21.571,0.046358,340.88,479.96,6.2828,0.75673,1.0677,445.7,0.49866,25.002,0.036706,vapor,nitrogen
513.15,3,19.453,0.051407,379.2,533.43,6.3924,0.76366,1.0715,468.2,0.26792,26.83,0.039552,vapor,nitrogen
563.15,3,17.72,0.056434,417.85,587.16,6.4923,0.77245,1.078,489.29,0.084889,28.583,0.042381,vapor,nitrogen
613.15,3,16.274,0.061446,456.93,641.26,6.5844,0.78267,1.0866,509.2,-0.062376,30.27,0.045197,vapor,nitrogen
663.15,3,15.05,0.066446,496.5,695.84,6.6699,0.79388,1.0965,528.1,-0.18221,31.898,0.048002,vapor,nitrogen
713.15,3,13.998,0.071436,536.62,750.93,6.75,0.80566,1.1073,546.14,-0.28067,33.474,0.050792,vapor,nitrogen
763.15,3,13.086,0.07642,577.32,806.58,6.8254,0.81769,1.1186,563.44,-0.36228,35.003,0.053562,vapor,nitrogen
813.15,3,12.285,0.081397,618.6,862.79,6.8968,0.82968,1.1299,580.09,-0.43048,36.49,0.056309,vapor,nitrogen
863.15,3,11.578,0.08637,660.46,919.57,6.9645,0.84143,1.1412,596.19,-0.48792,37.938,0.059028,vapor,nitrogen
913.15,3,10.948,0.091339,702.88,976.9,7.0291,0.8528,1.1521,611.8,-0.53666,39.352,0.061715,vapor,nitrogen
963.15,3,10.384,0.096305,745.86,1034.8,7.0908,0.86371,1.1627,626.97,-0.57831,40.734,0.064367,vapor,nitrogen
1013.2,3,9.8747,0.10127,789.35,1093.2,7.1499,0.87408,1.1728,641.74,-0.61415,42.087,0.066983,vapor,nitrogen
1063.2,3,9.4135,0.10623,833.35,1152,7.2066,0.8839,1.1823,656.16,-0.64518,43.413,0.069561,vapor,nitrogen
1113.2,3,8.9937,0.11119,877.82,1211.4,7.2612,0.89315,1.1914,670.25,-0.6722,44.715,0.072102,vapor,nitrogen
1163.2,3,8.6098,0.11615,922.73,1271.2,7.3137,0.90185,1.1999,684.04,-0.69587,45.995,0.074605,vapor,nitrogen
1213.2,3,8.2574,0.1211,968.05,1331.4,7.3644,0.91,1.2079,697.55,-0.71671,47.254,0.077072,vapor,nitrogen
1263.2,3,7.9329,0.12606,1013.8,1391.9,7.4133,0.91764,1.2154,710.8,-0.73515,48.494,0.079502,vapor,nitrogen
1313.2,3,7.6329,0.13101,1059.9,1452.9,7.4606,0.92478,1.2224,723.82,-0.75152,49.716,0.081897,vapor,nitrogen
1363.2,3,7.3548,0.13596,1106.3,1514.2,7.5064,0.93146,1.229,736.6,-0.76613,50.922,0.084259,vapor,nitrogen
1413.2,3,7.0964,0.14092,1153,1575.8,7.5508,0.93771,1.2351,749.17,-0.77921,52.112,0.086588,vapor,nitrogen
1463.2,3,6.8555,0.14587,1200.1,1637.7,7.5938,0.94356,1.2409,761.53,-0.79095,53.288,0.088886,vapor,nitrogen
1513.2,3,6.6304,0.15082,1247.4,1699.9,7.6356,0.94903,1.2463,773.7,-0.80153,54.451,0.091155,vapor,nitrogen
1563.2,3,6.4197,0.15577,1295,1762.3,7.6762,0.95416,1.2514,785.69,-0.81109,55.601,0.093396,vapor,nitrogen
1613.2,3,6.222,0.16072,1342.8,1825,7.7157,0.95896,1.2561,797.5,-0.81974,56.74,0.09561,vapor,nitrogen
1663.2,3,6.0361,0.16567,1390.9,1887.9,7.7541,0.96347,1.2606,809.15,-0.8276,57.868,0.097799,vapor,nitrogen
1713.2,3,5.861,0.17062,1439.2,1951,7.7915,0.9677,1.2648,820.63,-0.83474,58.986,0.099964,vapor,nitrogen
1763.2,3,5.6958,0.17557,1487.7,2014.4,7.828,0.97168,1.2687,831.96,-0.84124,60.094,0.10211,vapor,nitrogen
1813.2,3,5.5397,0.18052,1536.4,2077.9,7.8635,0.97543,1.2724,843.14,-0.84717,61.193,0.10423,vapor,nitrogen
1863.2,3,5.3919,0.18546,1585.2,2141.6,7.8982,0.97895,1.2759,854.18,-0.85259,62.283,0.10633,vapor,nitrogen
1913.2,3,5.2518,0.19041,1634.3,2205.5,7.932,0.98228,1.2792,865.08,-0.85754,63.366,0.10841,vapor,nitrogen
1963.2,3,5.1188,0.19536,1683.5,2269.5,7.965,0.98542,1.2823,875.85,-0.86207,64.441,0.11048,vapor,nitrogen
113.15,10,669.99,0.0014926,-57.612,-42.686,3.5354,0.95686,2.1278,619.99,-0.087345,67.998,0.094046,liquid,nitrogen
163.15,10,324.3,0.0030836,53.833,84.669,4.459,0.87769,2.5536,296.52,2.4247,21.525,0.037982,supercritical,nitrogen
213.15,10,178.34,0.0056073,122.78,178.85,4.9687,0.79789,1.4956,317.88,2.4778,17.52,0.029008,supercritical,nitrogen
263.15,10,131.35,0.007613,170.62,246.75,5.2557,0.77278,1.2646,355.1,1.7815,18.666,0.029663,supercritical,nitrogen
313.15,10,106.26,0.0094109,213.43,307.53,5.4674,0.76307,1.1783,387.69,1.2449,20.392,0.031716,supercritical,nitrogen
363.15,10,90.035,0.011107,254.22,365.29,5.6386,0.75948,1.1365,416.56,0.84627,22.223,0.034044,supercritical,nitrogen
413.15,10,78.47,0.012744,294.07,421.51,5.7837,0.75973,1.1145,442.66,0.54265,24.046,0.036489,supercritical,nitrogen
463.15,10,69.721,0.014343,333.49,476.92,5.9103,0.76307,1.1035,466.58,0.30553,25.827,0.039003,supercritical,nitrogen
513.15,10,62.829,0.015916,372.82,531.98,6.0232,0.76902,1.0998,488.73,0.11682,27.556,0.041567,supercritical,nitrogen
563.15,10,57.236,0.017471,412.27,586.98,6.1255,0.77709,1.1009,509.42,-0.035437,29.233,0.044171,supercritical,nitrogen
