"","p","Z","T"
"178",2.25092936802974,0.552348993288591,1.2
"179",2.6542750929368,0.534451901565996,1.2
"180",2.97955390334573,0.541610738255033,1.2
"181",3.35687732342007,0.570246085011186,1.2
"182",3.74721189591078,0.602460850111857,1.2
"183",4.37174721189591,0.656152125279642,1.2
"184",4.99628252788104,0.709843400447427,1.2
"185",5.4907063197026,0.754586129753915,1.2
"186",6.16728624535316,0.815436241610738,1.2
"187",0.61038961038961,0.903131991051454,1.3
"188",0.805194805194805,0.872706935123043,1.3
"189",1.1038961038961,0.826174496644295,1.3
"190",1.32467532467532,0.792170022371365,1.3
"191",1.64935064935065,0.743847874720358,1.3
"192",2.05194805194805,0.686577181208054,1.3
"193",2.48051948051948,0.650782997762864,1.3
"194",2.8961038961039,0.640044742729306,1.3
"195",3.5974025974026,0.66331096196868,1.3
"196",4.20779220779221,0.695525727069351,1.3
"197",4.8961038961039,0.734899328859061,1.3
"198",5.57142857142857,0.785011185682327,1.3
"199",6.16883116883117,0.831543624161074,1.3
"200",6.64935064935065,0.869127516778524,1.3
"201",0.844155844155844,0.895973154362416,1.4
"202",1.11688311688312,0.863758389261745,1.4
"203",1.48051948051948,0.824384787472036,1.4
"204",1.88311688311688,0.786800894854586,1.4
"205",2.42857142857143,0.751006711409396,1.4
"206",3.02597402597403,0.731319910514541,1.4
"207",3.7012987012987,0.731319910514541,1.4
"208",4.2987012987013,0.751006711409396,1.4
"209",5.14285714285714,0.792170022371365,1.4
"210",5.88311688311688,0.842281879194631,1.4
"211",6.45454545454546,0.88165548098434,1.4
"212",6.92207792207792,0.915659955257271,1.4
"213",0.728624535315985,0.940715883668904,1.6
"214",1.21003717472119,0.912080536912752,1.6
"215",1.62639405204461,0.890604026845638,1.6
"216",2.10780669144981,0.869127516778524,1.6
"217",2.82342007434944,0.849440715883669,1.6
"218",3.48698884758364,0.84586129753915,1.6
"219",4.33271375464684,0.853020134228188,1.6
"220",5.11338289962825,0.876286353467561,1.6
"221",5.81598513011152,0.908501118568233,1.6
"222",6.46654275092937,0.938926174496644,1.6
"223",6.96096654275093,0.965771812080537,1.6
"224",0.944547134935305,0.969351230425056,2
"225",1.39741219963031,0.963982102908277,2
"226",1.85027726432532,0.95503355704698,2
"227",2.44547134935305,0.951454138702461,2
"228",3.35120147874307,0.951454138702461,2
"229",4.37338262476895,0.960402684563758,2
"230",5.24029574861368,0.974720357941835,2
"231",5.73197781885397,0.989038031319911,2
"232",6.43068391866913,1.01230425055928,2
"233",6.92236598890943,1.03199105145414,2
"234",1.03896103896104,0.996196868008948,2.5
"235",1.7012987012987,0.999776286353468,2.5
"236",2.42857142857143,1.00335570469799,2.5
"237",3.23376623376623,1.00872483221477,2.5
"238",4.15584415584416,1.02125279642058,2.5
"239",4.97402597402597,1.03557046979866,2.5
"240",5.87012987012987,1.05704697986577,2.5
"241",6.49350649350649,1.07673378076063,2.5
"242",6.97402597402597,1.09463087248322,2.5
"243",1.45454545454545,1.00872483221477,5
"244",2.32467532467532,1.02125279642058,5
"245",3.07792207792208,1.03199105145414,5
"246",3.76623376623377,1.0427293064877,5
"247",4.63636363636364,1.05883668903803,5
"248",5.31168831168831,1.07494407158837,5
"249",5.88311688311688,1.08747203579418,5
"250",6.50649350649351,1.1,5
"251",6.93506493506494,1.10357941834452,5
"252",7.58364312267658,1,1
"253",9.21933085501859,1.18062827225131,1
"254",11.6728624535316,1.43979057591623,1
"255",13.6802973977695,1.64397905759162,1
"256",15.6133828996283,1.84816753926702,1
"257",17.4721189591078,2.03664921465969,1
"258",19.182156133829,2.20942408376963,1
"259",21.2639405204461,2.41361256544503,1
"260",23.271375464684,2.6020942408377,1
"261",25.3531598513011,2.79057591623037,1
"262",27.1375464684015,2.96335078534031,1
"263",28.996282527881,3.13612565445026,1
"264",31.0780669144981,3.32460732984293,1
"265",33.3085501858736,3.52879581151832,1
"266",35.7620817843866,3.76439790575916,1
"267",37.6951672862454,3.94502617801047,1
"268",39.7020484171322,3.69210526315789,1.2
"269",37.5418994413408,3.51052631578947,1.2
"270",35.3817504655493,3.32894736842105,1.2
"271",32.9981378026071,3.13157894736842,1.2
"272",30.9869646182495,2.96578947368421,1.2
"273",27.9329608938547,2.71315789473684,1.2
"274",8.56610800744879,1.1421052631579,5
"275",11.5456238361266,1.19736842105263,5
"276",15.12104283054,1.26052631578947,5
"277",19.5158286778399,1.33947368421053,5
"278",23.9851024208566,1.42631578947368,5
"279",27.7094972067039,1.49736842105263,5
"280",30.6890130353817,1.55263157894737,5
"281",33.7430167597765,1.60789473684211,5
"282",38.0633147113594,1.68684210526316,5
"283",39.8510242085661,1.71842105263158,5
"284",39.0298507462687,3.18684210526316,1.4
"285",37.4626865671642,3.07631578947368,1.4
"286",35.0746268656716,2.91052631578947,1.4
"287",32.3880597014925,2.72894736842105,1.4
"288",29.1044776119403,2.50789473684211,1.4
"289",26.4179104477612,2.32631578947368,1.4
"290",24.1044776119403,2.16842105263158,1.4
"291",20.2238805970149,1.9,1.4
"292",39.7769516728625,3.08421052631579,1.6
"293",37.9182156133829,2.96578947368421,1.6
"294",35.1672862453532,2.7921052631579,1.6
"295",31.8959107806691,2.57894736842105,1.6
"296",28.5501858736059,2.36578947368421,1.6
"297",24.907063197026,2.13684210526316,1.6
"298",40,2.60686015831135,2
"299",37.8398510242086,2.50395778364116,2
"300",35.1582867783985,2.38522427440633,2
"301",31.5828677839851,2.21899736147757,2
"302",28.3798882681564,2.06860158311346,2
"303",24.804469273743,1.89445910290238,2
"304",21.1545623836127,1.71240105540897,2
"305",39.3308550185874,2.27440633245383,2.5
"306",35.8364312267658,2.13984168865435,2.5
"307",32.1933085501859,2.00527704485488,2.5
"308",29.2193308550186,1.88654353562005,2.5
"309",26.1710037174721,1.77572559366755,2.5
"310",23.3457249070632,1.66490765171504,2.5
"311",20.4460966542751,1.55408970976253,2.5
"312",17.4721189591078,1.43535620052771,2.5
"313",15.4646840148699,1.35620052770449,2.5
"314",38.3673469387755,2.05,3
"315",34.0630797773655,1.93947368421053,3
"316",30.4267161410018,1.83684210526316,3
"317",26.7903525046382,1.71052631578947,3
"318",24.0445269016698,1.62368421052632,3
"319",21.8923933209648,1.54473684210526,3
"320",19.3692022263451,1.45789473684211,3
"321",39.8515769944341,1.3957783641161,10
"322",36.2894248608534,1.35620052770449,10
"323",32.5788497217069,1.3245382585752,10
"324",27.8293135435992,1.26912928759895,10
"325",24.1187384044527,1.22163588390501,10
"326",20.4823747680891,1.18205804749341,10
"327",16.9202226345083,1.1424802110818,10
"328",39.8510242085661,1.27704485488127,15
"329",36.9459962756052,1.2532981530343,15
"330",32.7746741154562,1.22163588390501,15
"331",28.6778398510242,1.18997361477573,15
"332",24.3575418994413,1.15831134564644,15
"333",20.4096834264432,1.12664907651715,15
"334",17.5791433891993,1.10290237467019,15
"335",14.5996275605214,1.08707124010554,15
"336",11.9180633147114,1.06332453825858,15
"337",9.45996275605214,1.04749340369393,15
"338",7.4487895716946,1.03957783641161,15
"339",4.17132216014898,1.01583113456465,15
"340",2.38361266294227,1.00791556728232,15
"341",0.521415270018624,1.00791556728232,15
